   3.56000               -3.693371
   3.56160               -3.694321
   3.56320               -3.695247
   3.56480               -3.696151
   3.56640               -3.697032
   3.56800               -3.697891
   3.56960               -3.698727
   3.57120               -3.699540
   3.57280               -3.700332
   3.57440               -3.701102
   3.57600               -3.701850
   3.57760               -3.702576
   3.57920               -3.703280
   3.58080               -3.703963
   3.58240               -3.704625
   3.58400               -3.705265
   3.58560               -3.705885
   3.58720               -3.706484
   3.58880               -3.707061
   3.59040               -3.707619
   3.59200               -3.708155
   3.59360               -3.708672
   3.59520               -3.709168
   3.59680               -3.709643
   3.59840               -3.710099
   3.60000               -3.710535
   3.60160               -3.710951
   3.60320               -3.711348
   3.60480               -3.711725
   3.60640               -3.712082
   3.60800               -3.712420
   3.60960               -3.712739
   3.61120               -3.713039
   3.61280               -3.713320
   3.61440               -3.713582
   3.61600               -3.713825
   3.61760               -3.714050
   3.61920               -3.714256
   3.62080               -3.714443
   3.62240               -3.714612
   3.62400               -3.714763
   3.62560               -3.714896
   3.62720               -3.715011
   3.62880               -3.715107
   3.63040               -3.715186
   3.63200               -3.715247
   3.63360               -3.715291
   3.63520               -3.715317
   3.63680               -3.715325
   3.63840               -3.715316
   3.64000               -3.715290
   3.64160               -3.715246
   3.64320               -3.715185
   3.64480               -3.715108
   3.64640               -3.715013
   3.64800               -3.714901
   3.64960               -3.714773
   3.65120               -3.714628
   3.65280               -3.714466
   3.65440               -3.714287
   3.65600               -3.714092
   3.65760               -3.713881
   3.65920               -3.713653
   3.66080               -3.713409
   3.66240               -3.713149
   3.66400               -3.712873
   3.66560               -3.712580
   3.66720               -3.712272
   3.66880               -3.711947
   3.67040               -3.711607
   3.67200               -3.711251
   3.67360               -3.710879
   3.67520               -3.710491
   3.67680               -3.710088
   3.67840               -3.709669
   3.68000               -3.709235
   3.68160               -3.708785
   3.68320               -3.708320
   3.68480               -3.707839
   3.68640               -3.707343
   3.68800               -3.706832
   3.68960               -3.706305
   3.69120               -3.705764
   3.69280               -3.705207
   3.69440               -3.704635
   3.69600               -3.704048
   3.69760               -3.703446
   3.69920               -3.702829
   3.70080               -3.702197
   3.70240               -3.701550
   3.70400               -3.700889
   3.70560               -3.700212
   3.70720               -3.699521
   3.70880               -3.698815
   3.71040               -3.698094
   3.71200               -3.697359
   3.71360               -3.696609
   3.71520               -3.695844
   3.71680               -3.695065
   3.71840               -3.694271
   3.72000               -3.693462
