   3.56000               -3.694391
   3.56160               -3.695387
   3.56320               -3.696355
   3.56480               -3.697297
   3.56640               -3.698211
   3.56800               -3.699098
   3.56960               -3.699959
   3.57120               -3.700794
   3.57280               -3.701603
   3.57440               -3.702386
   3.57600               -3.703144
   3.57760               -3.703878
   3.57920               -3.704587
   3.58080               -3.705271
   3.58240               -3.705931
   3.58400               -3.706568
   3.58560               -3.707181
   3.58720               -3.707771
   3.58880               -3.708338
   3.59040               -3.708882
   3.59200               -3.709404
   3.59360               -3.709904
   3.59520               -3.710381
   3.59680               -3.710837
   3.59840               -3.711272
   3.60000               -3.711685
   3.60160               -3.712077
   3.60320               -3.712449
   3.60480               -3.712800
   3.60640               -3.713131
   3.60800               -3.713441
   3.60960               -3.713732
   3.61120               -3.714003
   3.61280               -3.714255
   3.61440               -3.714487
   3.61600               -3.714700
   3.61760               -3.714895
   3.61920               -3.715070
   3.62080               -3.715228
   3.62240               -3.715367
   3.62400               -3.715487
   3.62560               -3.715590
   3.62720               -3.715675
   3.62880               -3.715742
   3.63040               -3.715792
   3.63200               -3.715825
   3.63360               -3.715840
   3.63520               -3.715838
   3.63680               -3.715820
   3.63840               -3.715785
   3.64000               -3.715733
   3.64160               -3.715664
   3.64320               -3.715580
   3.64480               -3.715479
   3.64640               -3.715362
   3.64800               -3.715229
   3.64960               -3.715080
   3.65120               -3.714915
   3.65280               -3.714735
   3.65440               -3.714539
   3.65600               -3.714328
   3.65760               -3.714101
   3.65920               -3.713859
   3.66080               -3.713602
   3.66240               -3.713329
   3.66400               -3.713042
   3.66560               -3.712740
   3.66720               -3.712422
   3.66880               -3.712090
   3.67040               -3.711743
   3.67200               -3.711382
   3.67360               -3.711006
   3.67520               -3.710615
   3.67680               -3.710209
   3.67840               -3.709789
   3.68000               -3.709355
   3.68160               -3.708906
   3.68320               -3.708442
   3.68480               -3.707964
   3.68640               -3.707472
   3.68800               -3.706965
   3.68960               -3.706444
   3.69120               -3.705909
   3.69280               -3.705359
   3.69440               -3.704794
   3.69600               -3.704216
   3.69760               -3.703623
   3.69920               -3.703015
   3.70080               -3.702393
   3.70240               -3.701757
   3.70400               -3.701106
   3.70560               -3.700441
   3.70720               -3.699761
   3.70880               -3.699067
   3.71040               -3.698358
   3.71200               -3.697634
   3.71360               -3.696896
   3.71520               -3.696143
   3.71680               -3.695375
   3.71840               -3.694592
   3.72000               -3.693794
